0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 7
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 10
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 12
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 14
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 17
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 20
0; 100; 21
0; 100; 21
0; 100; 21
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 22
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 23
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 24
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 26
0; 100; 28
0; 100; 28
0; 100; 28
